x,y,ndvi,bld_density,dist_water_m,impervious,elevation_m,lst_c
5624.7,11381.3,0.7485,0.2894,4217.8,0.4721,56.27,22.169
1920.8,739.9,0.3407,0.0974,9769.1,0.3622,42.54,24.128
10724.3,6790.5,0.616,0.1895,9942.3,0.4076,53.47,21.599
5925.1,4811.4,0.758,0.6955,7207.1,0.6951,32.67,28.131
9468.4,10814.9,0.6602,0.082,7974.7,0.3541,57.92,21.418
7164.4,9307.6,0.8164,0.424,5788.6,0.5051,47.57,23.623
2159.2,638.7,0.3314,0.1027,9883.3,0.3094,39.05,24.157
699.3,746.3,0.3103,0.0529,9786.5,0.2322,43.62,23.619
10495.1,11715.8,0.4723,0.017,9076.9,0.3532,53.83,21.597
4551.3,9462.1,0.6171,0.5324,3223.0,0.5099,40.54,22.914
4074.5,9828.2,0.5523,0.4814,2660.7,0.5127,43.91,23.132
2639.2,11725.0,0.3657,0.238,1672.8,0.3906,48.35,22.385
2352.6,10297.8,0.4149,0.3154,876.2,0.4608,38.08,20.081
663.1,11010.2,0.3792,0.1274,980.1,0.335,34.02,21.669
8539.3,1962.3,0.4648,0.088,11065.5,0.3458,13.65,22.414
7656.5,11633.7,0.8641,0.1202,6260.0,0.3605,64.96,21.022
2151.0,7174.2,0.7208,0.4337,3388.9,0.4437,25.89,22.352
4932.5,9998.2,0.6517,0.4771,3469.0,0.5143,46.64,23.055
4739.5,11301.3,0.6151,0.3355,3337.1,0.5709,54.43,22.89
9434.1,4241.7,0.782,0.2675,10105.3,0.398,27.75,23.066
8630.0,10634.0,0.7864,0.1416,7131.2,0.3522,61.22,21.382
768.2,6361.3,0.6516,0.2601,4202.9,0.3423,27.74,21.658
915.7,5380.2,0.6807,0.2421,5153.1,0.3616,24.98,20.452
11159.6,9474.8,0.3727,0.072,9713.8,0.3319,57.48,23.829
6142.5,4051.2,0.6669,0.5958,7946.1,0.5676,30.09,26.079
8182.5,3234.3,0.6057,0.2888,9871.4,0.4144,29.88,22.521
7327.2,10842.0,0.8811,0.22,5837.2,0.4306,59.07,21.055
10285.7,9703.6,0.5051,0.1062,8821.7,0.3886,60.22,21.826
11773.2,5007.0,0.7255,0.0924,11649.6,0.3615,53.62,20.519
11487.6,9395.0,0.3311,0.0607,10048.5,0.3436,51.35,24.144
9226.4,11056.9,0.7018,0.0778,7746.5,0.2836,59.82,20.355
3356.1,1406.8,0.4017,0.202,9280.7,0.3862,39.0,23.557
8843.5,2467.3,0.5635,0.1255,10883.5,0.3279,21.52,21.405
10640.6,2355.8,0.6683,0.0323,12242.5,0.3357,22.21,20.608
3056.9,10711.1,0.4261,0.3464,1571.1,0.5146,47.5,21.154
211.1,7043.7,0.5724,0.2106,3688.8,0.4182,31.4,21.781
7806.8,1036.1,0.2866,0.0422,11372.8,0.2346,16.81,24.055
5921.5,2495.7,0.4383,0.3633,9144.3,0.4617,29.28,23.632
9970.5,312.4,0.3569,0.0,13249.0,0.2123,18.85,22.956
8524.4,10177.2,0.7858,0.1913,7031.8,0.3678,61.83,22.507
8903.6,9895.8,0.7271,0.1873,7428.2,0.3738,50.26,21.072
11193.6,2116.9,0.6402,0.0119,12815.7,0.3017,30.45,21.614
8750.1,4751.6,0.7619,0.3999,9252.4,0.5182,38.11,24.364
2586.5,2918.3,0.6431,0.2635,7659.1,0.3742,32.58,22.494
5200.4,5022.3,0.8204,0.7073,6610.4,0.695,35.26,27.745
10701.8,3263.6,0.7683,0.086,11706.3,0.2813,28.38,20.564
11549.8,10771.5,0.3123,0.0238,10053.5,0.2432,50.47,23.963
231.1,7744.3,0.5515,0.2067,3033.8,0.345,32.26,21.968
4875.6,3259.2,0.6252,0.4826,7989.0,0.5003,29.07,23.718
6403.3,1881.7,0.3372,0.2431,9915.5,0.3813,31.52,24.407
5038.1,1514.8,0.3276,0.2497,9656.7,0.2886,31.37,24.423
10105.7,5728.8,0.7563,0.2619,9839.8,0.4908,56.72,23.157
2117.7,11060.4,0.3714,0.2452,834.0,0.3443,47.83,20.668
435.0,8626.8,0.5193,0.2029,2154.8,0.3998,33.8,20.771
2551.7,11270.0,0.3767,0.2661,1303.4,0.3865,41.89,21.482
2655.1,3674.4,0.753,0.3298,6922.7,0.3846,27.89,22.835
4836.9,4286.7,0.7793,0.6132,7052.7,0.529,29.19,25.974
1891.3,7445.9,0.6763,0.3972,3079.1,0.4323,25.51,22.67
1412.7,7167.4,0.6708,0.3413,3333.8,0.4014,21.28,22.128
8119.4,2676.8,0.5274,0.2141,10247.9,0.3717,21.98,21.862
5943.2,4646.4,0.7427,0.6775,7349.0,0.5992,32.75,28.715
11954.6,4287.6,0.7427,0.0671,12161.1,0.2646,50.31,21.777
5426.1,7453.6,0.7723,0.7329,4969.4,0.6452,36.18,27.825
1892.5,6923.6,0.7285,0.4012,3597.9,0.4348,28.03,22.046
9726.8,3499.3,0.7539,0.1695,10802.3,0.3023,35.19,22.079
9491.3,5307.1,0.7831,0.3307,9530.3,0.4338,45.09,22.539
10558.0,1687.6,0.5723,0.0,12637.5,0.2316,22.94,20.611
11084.6,10652.7,0.3791,0.0361,9585.9,0.2893,51.93,21.884
6781.1,1504.9,0.2917,0.1652,10430.8,0.3292,24.12,23.593
3242.9,4761.5,0.8783,0.4934,5997.4,0.5098,24.35,23.949
2495.6,9395.6,0.4836,0.3859,1486.9,0.3611,34.31,20.441
2617.4,8852.4,0.5401,0.431,1990.8,0.4608,37.53,21.469
1645.1,6136.3,0.7609,0.3563,4366.1,0.4448,26.04,22.182
11178.6,9809.8,0.3656,0.0598,9703.1,0.3964,51.21,22.688
8957.4,102.6,0.2737,0.0,12795.2,0.2059,21.1,24.84
2974.4,2267.7,0.5436,0.2471,8363.3,0.3759,38.28,22.147
1875.7,7382.2,0.6821,0.3962,3140.3,0.5566,32.99,22.597
1096.9,8461.4,0.5472,0.2757,2078.1,0.3677,30.1,20.384
3792.1,2138.7,0.497,0.2914,8669.8,0.3752,33.73,21.93
3750.7,11903.8,0.461,0.2723,2652.6,0.346,58.07,20.085
4710.8,3725.7,0.7118,0.537,7496.7,0.5526,24.82,24.312
8252.7,11422.0,0.8292,0.101,6815.3,0.3054,60.37,20.57
11530.3,2594.5,0.6898,0.0258,12771.2,0.2891,32.64,21.299
5462.8,5197.7,0.8127,0.7297,6619.6,0.598,26.38,28.902
